"en";"description";"2435";"<p>Dictionary - a class for working with dictionaries (key-value lists, unique key).</p>";"6";"sysdocs_class";"9aaff4d92812d6f067d47f208f6e485d";"4771"
"en";"description";"2438";"<p>The class is used to identify the current system User.</p>

<p>Add and edit User profiles using ORM.</p>

<p>Use the User model to get information on Users:</p>

<p><strong>Example:&nbsp;</strong></p>

<pre>
<code><span style=""color: #993300;"">$user</span> = <span style=""color: #0000ff;""><strong>new</strong></span> Db_Object(<span style=""color: #008000;"">&#39;user&#39;</span>);
<span style=""color: #993300;"">$date</span> = date(<span style=""color: #008000;"">&#39;Y-m-d H:i:s&#39;</span>);
<span style=""color: #993300;"">$user</span>-&gt;setValues(
       <span style=""color: #0000ff;""><strong>array</strong></span>(				
	    <span style=""color: #008000;"">&#39;name&#39;</span> =&gt;<span style=""color: #008000;"">&#39;User Name&#39;</span>,
	    <span style=""color: #008000;"">&#39;email&#39;</span> =&gt; <span style=""color: #008000;"">&#39;user@gmail.com&#39;</span>,
	    <span style=""color: #008000;"">&#39;login&#39;</span> =&gt; <span style=""color: #008000;"">&#39;userlogin&#39;</span>,
	    <span style=""color: #008000;"">&#39;pass&#39;</span> =&gt; <em>Utils::hash</em>(<span style=""color: #008000;"">&#39;userpassword&#39;</span>),
	    <span style=""color: #008000;"">&#39;enabled&#39;</span> =&gt; <span style=""color: #0000ff;""><strong>true</strong></span>,
	    <span style=""color: #008000;"">&#39;admin&#39;</span> =&gt; <span style=""color: #0000ff;""><strong>false</strong></span>,
	    <span style=""color: #008000;"">&#39;registration_date&#39;</span> =&gt; <span style=""color: #993300;"">$date</span> ,
	    <span style=""color: #008000;"">&#39;confirmation_code&#39;</span> =&gt; <span style=""color: #993300;"">$date</span> ,
	    <span style=""color: #008000;"">&#39;group_id&#39;</span> =&gt; <span style=""color: #ff0000;""><strong>0</strong></span>,
	    <span style=""color: #008000;"">&#39;confirmed&#39;</span> =&gt; <span style=""color: #0000ff;""><strong>true</strong></span>,
	    <span style=""color: #008000;"">&#39;avatar&#39;</span> =&gt; <span style=""color: #008000;"">&#39;&#39;</span>,
	    <span style=""color: #008000;"">&#39;registration_ip&#39;</span> =&gt; $_SERVER[<span style=""color: #008000;"">&#39;REMOTE_ADDR&#39;</span>],
	    <span style=""color: #008000;"">&#39;last_ip&#39;</span> =&gt; $_SERVER[<span style=""color: #008000;"">&#39;REMOTE_ADDR&#39;</span>],
	    <span style=""color: #008000;"">&#39;confirmation_date&#39;</span> =&gt;<span style=""color: #993300;"">$date</span> 
        )
);
<span style=""color: #993300;"">$userId</span> = <span style=""color: #993300;"">$user</span>-&gt;save();
</code></pre>";"6";"sysdocs_class";"0828a5a2995cc95c6ec792e3ca1456ad";"4772"
"en";"description";"2440";"<p>The class is used for collecting the properties of the page being displayed. The &ldquo;Singleton&rdquo; pattern being implemented, it may be called just once from anywhere within the application.</p>";"6";"sysdocs_class";"2a398d0a6dd2838704c1eddacbe78c0c";"4773"
"en";"description";"2444";"<p>An abstract controller class, which is used for controlling authorized users&rsquo; access to the website frontend module (available in version 0.9.2 and higher).</p>

<p>If you&rsquo;d like to close a part of the frontend by using a user authorization form, inherit your controller from this class.</p>

<p>You won&rsquo;t need additional settings - the controller will define an authorized user on its own and will display an authorization form if needed.</p>";"6";"sysdocs_class";"ce7af1eb627bd569ed09433a6de9ba23";"4774"
"en";"description";"2445";"<p>An abstract controller class, which is used for displaying Layout Designer projects on the website frontend (for displaying administrative modules on the frontend in particular). It requires administrative rights and shows an authorization form (available in version 0.9.2 and higher).</p>

<p>Additional settings are required. Please see the following case study at http://dvelum.ru/cookbook_extjs_frontend.html for an example.</p>";"6";"sysdocs_class";"ec810fb18d0854ef93e0cd95647a40ef";"4775"
"en";"description";"2545";"<p>Class Lang &mdash; a class for working with localization dictionaries.</p>

<p><strong>Example:</strong></p>

<p><span style=""color: #ff0000;"">&lt;<strong>?php</strong></span></p>

<p><span style=""color: rgb(106, 49, 10);"">$lang</span> = Lang::lang();</p>

<p><span style=""color: #0000ff;""><strong>echo</strong></span> <span style=""color: #6a310a;"">$lang</span>-&gt;<span style=""color:#000000;"">NAME</span>;</p>

<p>The system automatically adds a default localization dictionary based on system configuration settings.</p>";"6";"sysdocs_class";"0ac38eb12970891caef8ec0a3e1a07ac";"4776"
"en";"description";"2553";"<p>The simplest locking technique for blocking multiple concurrent tasks run by the Scheduler. &nbsp;As soon as one task has been run, a lock file is created to prevent running another process. &nbsp;The lock has its validity period, which is summed up from the time of the last update and the time passed before interception.&nbsp;</p>";"6";"sysdocs_class";"219f830122e65ac332540a17c42730a5";"4777"
"en";"description";"2570";"<p>An abstract class for implementing background tasks.</p>

<p><strong>Example of a simplest task:</strong></p>

<p>Cycle of 1000 iterations, every of which lasts for one second</p>

<pre>
<code><span style=""color: #0000ff;""><strong>class</strong></span> Task_Test <span style=""color: #0000ff;""><strong>extends</strong></span> Bgtask_Abstract
{
<span style=""color: #3f55bf;""><span style=""white-space: pre;""> </span><span style=""color: #808080;"">/**</span>
</span><span style=""color: #808080;""><span style=""white-space: pre;""> </span> * (non-PHPdoc)
<span style=""white-space: pre;""> </span> * <strong>@see</strong> Bgtask_Abstract::getDescription()
</span><span style=""color: #3f55bf;""><span style=""color: #808080;""><span style=""white-space: pre;""> </span> */</span>
</span><span style=""color: #0000ff;""><strong><span style=""white-space: pre;""> </span>public functio</strong><strong>n</strong></span> <em>getDescription</em>()
 {
<span style=""color: #0000ff;""><strong><span style=""white-space: pre;"">    </span>return</strong></span> <span style=""color: #339966;"">&#39;Test task 1000 slow operations&#39;</span>;
<span style=""white-space: pre;""> </span>}
<span style=""color: #3f55bf;""><span style=""white-space: pre;""> </span><span style=""color: #808080;"">/**</span>
</span><span style=""color: #808080;""><span style=""white-space: pre;""> </span> * (non-PHPdoc)
<span style=""white-space: pre;""> </span> * <strong>@see</strong> Bgtask_Abstract::run()
</span><span style=""color: #3f55bf;""><span style=""color: #808080;""><span style=""white-space: pre;""> </span> */</span>
</span><span style=""color: #0000ff;""><strong><span style=""white-space: pre;""> </span>public function</strong></span> <em>run</em>()
<span style=""white-space: pre;""> </span>{
<span style=""color: #6a310a;""><span style=""white-space: pre;""> </span>   $this</span>-&gt;<em>setTotalCount</em>(<span style=""color: #ff0000;""><strong>1000</strong></span>);
<span style=""color: #0000ff;""><strong><span style=""white-space: pre;""> </span>   for</strong></span>(<span style=""color: #6a310a;"">$i</span>=<span style=""color: #ff0000;""><strong>0</strong></span>;<span style=""color: #6a310a;"">$i</span>&lt;<span style=""color: #ff0000;""><strong>1000</strong></span>;<span style=""color: #6a310a;"">$i</span>++){
<span style=""white-space: pre;"">       </span>sleep(<span style=""color: #ff0000;""><strong>1</strong></span>);
<span style=""color: #6a310a;""><span style=""white-space: pre;""> </span>      $this</span>-&gt;<em>incrementCompleted</em>();
<span style=""color: #6a310a;""><span style=""white-space: pre;""> </span>      $this</span>-&gt;<em>updateState</em>();
<span style=""color: #6a310a;""><span style=""white-space: pre;""> </span>      $this</span>-&gt;<em>processSignals</em>();
<span style=""white-space: pre;""> </span>   }
<span style=""color: #6a310a;""><span style=""white-space: pre;""> </span>   $this</span>-&gt;<em>finish</em>();
<span style=""white-space: pre;""> </span>}
}</code></pre>";"6";"sysdocs_class";"ccc8f9ce27eed2783893ba79f914d303";"4778"
"en";"description";"2574";"<p>Class Bgtask_Manager is used for managing background tasks, sending signals to background processes, collecting statistics.</p>

<p><strong>Simple example of starting a background task:</strong></p>

<pre>
<code><span style=""color: #808080;"">//initialize the task storage</span>
<span style=""color: #993300;"">$bgStorage</span> = <span style=""color: #0000ff;""><strong>new</strong></span> Bgtask_Storage_Orm(Model::factory(<span style=""color: #008000;"">&#39;bgtask&#39;</span>) , Model::factory(<span style=""color: #008000;"">&#39;Bgtask_Signal&#39;</span>));
<span style=""color: #808080;"">//initialize logger</span>
<span style=""color: #993300;"">$logger</span> =<span style=""color: #0000ff;""><strong> new</strong></span> Bgtask_Log_File(<span style=""color: #008000;"">&#39;./.log/test&#39;</span>.date(<span style=""color: #008000;"">&#39;YmdHis&#39;</span>).<span style=""color: #008000;"">&#39;.txt&#39;</span>);
<span style=""color: #808080;"">// initialize the Background Task Manager</span>
<span style=""color: #993300;"">$tManager</span> = Bgtask_Manager::getInstance();
<span style=""color: #808080;"">// Set the storage and logger</span>
<span style=""color: #993300;"">$tManager</span>-&gt;setStorage(<span style=""color: #993300;"">$bgStorage</span>);
<span style=""color: #993300;"">$tManager</span>-&gt;setLogger(<span style=""color: #993300;"">$logger</span>);
<span style=""color: #808080;"">// Launch the tasl &#39;Task_Test&#39;</span>
<span style=""color: #993300;"">$pid</span> = <span style=""color: #993300;"">$tManager</span>-&gt;launch(Bgtask_Manager::<span style=""color: #000000;""><strong>LAUNCHER_JSON</strong></span>, <span style=""color: #008000;"">&#39;Task_Test&#39;</span> , <span style=""color: #0000ff;""><strong>array</strong></span>());</code></pre>";"6";"sysdocs_class";"e92bf8553c646b72bcc4512f5c41f347";"4779"
"en";"description";"2828";"<p>Class Tree - the class for working with tree structures. It is optimized for high performance and work with lots of child elements. It can easily process a tree-like structure containing 25000-30000 elements in less than a second.</p>

<pre><h4><strong id=""internal-source-marker_0.019260063767433167""><span>Tree Example</span></strong>: </h4>
<code><span style=""color: #ff0000;""><strong>
&lt;?php</strong></span>
<em><span style=""color: #808080;"">// <strong id=""internal-source-marker_0.019260063767433167""><span>Create node function</span></strong></span></em>
<strong><span style=""color: #0000ff;"">function</span></strong> createNode(<span style=""color: #800000;"">$tree</span> , <span style=""color: #800000;"">$parent</span>)
{
        <span style=""color: #800000;"">$s</span>='';
        <strong><span style=""color: #0000ff;"">if</span></strong>(!<span style=""color: #800000;"">$tree</span>-&gt;hasChilds(<span style=""color: #800000;"">$parent</span>))
            <strong><span style=""color: #0000ff;"">return</span></strong> '';
         
        <span style=""color: #800000;"">$childs</span> = <span style=""color: #800000;"">$tree</span>-&gt;getChilds(<span style=""color: #800000;"">$parent</span>);
        <strong><span style=""color: #0000ff;"">foreach</span></strong> (<span style=""color: #800000;"">$childs</span> <strong><span style=""color: #0000ff;"">as</span></strong> <span style=""color: #800000;"">$k</span>=&gt;<span style=""color: #800000;"">$v</span>)
        {
                <span style=""color: #800000;"">$s</span>.=<span style=""color: #339966;"">'&lt;div style=""padding-left: 15px;""&gt;
                        &lt;div class=""menuItem""&gt;
                           &lt;a href=""'</span>.<span style=""color: #800000;"">$v</span>[<span style=""color: #339966;"">'data'</span>][<span style=""color: #339966;"">'code'</span>].<span style=""color: #339966;"">'""&gt;'</span>.<span style=""color: #800000;"">$v</span>[<span style=""color: #339966;"">'data'</span>][<span style=""color: #339966;"">'title'</span>].<span style=""color: #339966;"">'&lt;/a&gt;
                           &lt;p&gt;'</span>.<span style=""color: #800000;"">$v</span>[<span style=""color: #339966;"">'data'</span>][<span style=""color: #339966;"">'somedata'</span>].<span style=""color: #339966;"">'&lt;/p&gt;
                        &lt;/div&gt;'</span>;
                 
                <strong><span style=""color: #0000ff;"">if</span></strong>(<span style=""color: #800000;"">$tree</span>-&gt;hasChilds(<span style=""color: #800000;"">$v</span>[<span style=""color: #339966;"">'id'</span>]))
                        <span style=""color: #800000;"">$s</span>.=createNode(<span style=""color: #800000;"">$tree</span> , <span style=""color: #993300;"">$v</span>[<span style=""color: #339966;"">'id'</span>]);
                 
                <span style=""color: #800000;"">$s</span>.=<span style=""color: #339966;"">'&lt;/div&gt;'</span>;
        }
        <strong><span style=""color: #0000ff;"">return</span></strong> <span style=""color: #800000;"">$s</span>;
}
<em><span style=""color: #808080;"">// <strong id=""internal-source-marker_0.019260063767433167""><span>collecting data</span></strong></span></em>
<span style=""color: #800000;"">$data = <strong><span style=""color: #0000ff;"">array</span></strong><span style=""color: #000000;"">(
</span></span>  <strong><span style=""color: #0000ff;"">array</span></strong>(<span style=""color: #339966;"">'id'</span>=&gt;<strong><span style=""color: #ff0000;"">1</span></strong>,<span style=""color: #339966;"">'code'</span>=&gt;<span style=""color: #339966;"">'index'</span>,<span style=""color: #339966;"">'parent'</span>=&gt;<strong><span style=""color: #ff0000;"">0</span></strong>,<span style=""color: #339966;"">'order'</span>=&gt;<strong><span style=""color: #ff0000;"">0</span></strong>,<span style=""color: #339966;"">'title'</span>=&gt;<span style=""color: #339966;"">'Main'</span>,<span style=""color: #339966;"">'somedata'</span>=&gt;<span style=""color: #339966;"">'text 1'</span>),
  <strong><span style=""color: #0000ff;"">array</span></strong>(<span style=""color: #339966;"">'id'</span>=&gt;<strong><span style=""color: #ff0000;"">2</span></strong>,<span style=""color: #339966;"">'code'</span>=&gt;<span style=""color: #339966;"">'store'</span>,<span style=""color: #339966;"">'parent'</span>=&gt;<strong><span style=""color: #ff0000;"">0</span></strong>,<span style=""color: #339966;"">'order'</span>=&gt;<strong><span style=""color: #ff0000;"">1</span></strong>,<span style=""color: #339966;"">'title'</span>=&gt;<span style=""color: #339966;"">'Store'</span>,<span style=""color: #339966;"">'somedata'</span>=&gt;<span style=""color: #339966;"">'text 2'</span>),
  <strong><span style=""color: #0000ff;"">array</span></strong>(<span style=""color: #339966;"">'id'</span>=&gt;<strong><span style=""color: #ff0000;"">3</span></strong>,<span style=""color: #339966;"">'code'</span>=&gt;<span style=""color: #339966;"">'catalog'</span>,<span style=""color: #339966;"">'parent'</span>=&gt;<strong><span style=""color: #ff0000;"">2</span></strong>,<span style=""color: #339966;"">'order'</span>=&gt;<strong><span style=""color: #ff0000;"">0</span></strong>,<span style=""color: #339966;"">'title'</span>=&gt;<span style=""color: #339966;"">'Store - Catalog'</span>,<span style=""color: #339966;"">'somedata'</span>=&gt;<span style=""color: #339966;"">'text 3'</span>),
  <strong><span style=""color: #0000ff;"">array</span></strong>(<span style=""color: #339966;"">'id'</span>=&gt;<strong><span style=""color: #ff0000;"">4</span></strong>,<span style=""color: #339966;"">'code'</span>=&gt;<span style=""color: #339966;"">'goods'</span>,<span style=""color: #339966;"">'parent'</span>=&gt;<strong><span style=""color: #ff0000;"">2</span></strong>,<span style=""color: #339966;"">'order'</span>=&gt;<strong><span style=""color: #ff0000;"">1</span></strong>,<span style=""color: #339966;"">'title'</span>=&gt;<span style=""color: #339966;"">'Store - Catalog - Goods'</span>,<span style=""color: #339966;"">'somedata'</span>=&gt;<span style=""color: #339966;"">'text 4'</span>),
  <strong><span style=""color: #0000ff;"">array</span></strong>(<span style=""color: #339966;"">'id'</span>=&gt;<strong><span style=""color: #ff0000;"">5</span></strong>,<span style=""color: #339966;"">'code'</span>=&gt;<span style=""color: #339966;"">'price'</span>,<span style=""color: #339966;"">'parent'</span>=&gt;<strong><span style=""color: #ff0000;"">4</span></strong>,<span style=""color: #339966;"">'order'</span>=&gt;<strong><span style=""color: #ff0000;"">2</span></strong>,<span style=""color: #339966;"">'title'</span>=&gt;<span style=""color: #339966;"">'Store - Catalog - Goods - Price'</span>,<span style=""color: #339966;"">'somedata'</span>=&gt;<span style=""color: #339966;"">'text 5'</span>),
);

<span style=""color: #800000;"">$tree</span> = <strong><span style=""color: #0000ff;"">new</span></strong> Tree();
<em><span style=""color: #808080;"">// <strong id=""internal-source-marker_0.019260063767433167""><span>Inserting data into the tree</span></strong></span></em>
<strong><span style=""color: #0000ff;"">foreach</span></strong> (<span style=""color: #800000;"">$data</span> as <span style=""color: #800000;"">$item</span>)
{
        <span style=""color: #800000;"">$tree</span>-&gt;addItem(
                        <span style=""color: #800000;"">$item</span>[<span style=""color: #339966;"">'id'</span>], 
                        <span style=""color: #800000;"">$item</span>[<span style=""color: #339966;"">'parent'</span>], 
                        <strong><span style=""color: #0000ff;"">array</span></strong>(
                                <span style=""color: #339966;"">'title'</span>=&gt;<span style=""color: #800000;"">$item</span>[<span style=""color: #339966;"">'title'</span>] ,
                                <span style=""color: #339966;"">'code'</span>=&gt; <span style=""color: #800000;"">$item</span>[<span style=""color: #339966;"">'code'</span>] ,
                                <span style=""color: #339966;"">'somedata'</span>=&gt;<span style=""color: #800000;"">$item</span>[<span style=""color: #339966;"">'somedata'</span>]
                        ),
                        <span style=""color: #800000;"">$item</span>[<span style=""color: #339966;"">'order'</span>]
        );
}
<em><span style=""color: #808080;"">// <strong id=""internal-source-marker_0.019260063767433167""><span>Displaying the tree</span></strong></span></em>
<strong><span style=""color: #0000ff;"">echo</span></strong> createNode(<span style=""color: #800000;"">$tree</span> , <strong><span style=""color: #ff0000;"">0</span></strong>);
</code>
</pre>";"6";"sysdocs_class";"a089ba330029e1dcf1de877740fa7455";"4780"
